"filename", "language", "YAML", "Markdown", "JSON", "XML", "Python", "HTML", "Shell Script", "LaTeX", "CSS", "CSV", "JavaScript", "comment", "blank", "total"
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/.obsidian/workspace.json", "JSON", 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/Extension SDK/Extension SDK notes.md", "Markdown", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 45
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/GitHub Inspiration/links.md", "Markdown", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/Marketing and Pitching/Marketplace.md", "Markdown", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/Marketing and Pitching/Pitching.md", "Markdown", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/Research And Development/Videos and Courses.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/Research And Development/Whitepapers.md", "Markdown", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/ui dev notes.md", "Markdown", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7
"/home/tb/repos/magisim/notebooks/obsidian/MAGISIM-NOTES/worknotes/notes.md", "Markdown", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 43
"/home/tb/repos/magisim/notebooks/pages/test.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/tb/repos/magisim/notebooks/resources/visualisation-cpucube.py", "Python", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 14, 15, 58
"/home/tb/repos/magisim/notebooks/resources/visualisation-cudacube.py", "Python", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 13, 13, 46
"/home/tb/repos/magisim/notebooks/tex/open_source_magnetic_field_suite_magisim.run.xml", "XML", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 3, 1, 86
"/home/tb/repos/magisim/notebooks/tex/open_source_magnetic_field_suite_magisim.tex", "LaTeX", 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 7, 59, 187
"/home/tb/repos/magisim/notebooks/tex/template_Report.tex", "LaTeX", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 7, 16
"/home/tb/repos/magisim/resources/2.svg", "XML", 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 1, 2, 116
"/home/tb/repos/magisim/resources/Magisim.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
